ID,NAME,TYPE,COUNTRY,REGION,GRAPES,BODY,ACIDITY,PRICE,VINTAGE,DESCRIPTION,URL,IMAGE_URL 
3200,"Quinta da Alorna, Touriga Nacional, Tejo, Portugal",Red Wine,Portugal,Tejo,Touriga Nacional ,4,3,12.95,2017,"This purple coloured wine has a floral aroma with strong notes of violets and red and black fruits, like raspberry and blackberry. A well balanced round body sustaining the notes of black fruits. The finish is elegant with fine long tannins.",,https://www.alliancewine.com//images/products/BOTTLE_2188.png?mode=pad
3199,"Equipo Navazos, I Think Manzanilla En Rama, DO Jerez, Spain",White Wine,Spain,Jerez,Palomino Fino ,0,0,12.95,2020,"A fine Manzanilla that's powerfully aromatic. Fresh, with a salty tang, with plenty of acidity together with a very satisfying lemon twist to the finish. A natural Product with plenty of colour, weight and concentration.",,https://www.alliancewine.com//images/products/BOTTLE_1701.png?mode=pad
3198,"Equipo Navazos, I Think Manzanilla En Rama, DO Jerez, Spain",White Wine,Spain,Jerez,Palomino Fino ,0,0,12.95,2021,"A fine Manzanilla that's powerfully aromatic. Fresh, with a salty tang, with plenty of acidity together with a very satisfying lemon twist to the finish. A natural Product with plenty of colour, weight and concentration.",,https://www.alliancewine.com//images/products/BOTTLE_1701.png?mode=pad
3197,"Mabis, Biscardo Soave Classico, DOC, Veneto, Italy",White Wine,Italy,Veneto," Trebbiano Di Soave , Garganega ",0,0,12.95,2020,"This wine is produced in the villages of Soave and Monteforte, near Verona. Its colour is straw yellow with green reflections. The bouquet reflects the characteristics of a wine with a delicate perfume of melon, orange zest and peach with a hint of almond. Dry, medium-bodied and beautifully balanced.
",,https://www.alliancewine.com//images/products/BOTTLE_1634.png?mode=pad
3196,"Mabis, Biscardo Soave Classico, DOC, Veneto, Italy",White Wine,Italy,Veneto," Trebbiano Di Soave , Garganega ",0,0,12.95,2019,"This wine is produced in the villages of Soave and Monteforte, near Verona. Its colour is straw yellow with green reflections. The bouquet reflects the characteristics of a wine with a delicate perfume of melon, orange zest and peach with a hint of almond. Dry, medium-bodied and beautifully balanced.
",,https://www.alliancewine.com//images/products/BOTTLE_1634.png?mode=pad
3195,"Iona, Sophie Te'Blanche Sauvignon Blanc, Elgin, South Africa",White Wine,South Africa,Elgin,Sauvignon Blanc ,3,4,12.95,2021,"Floral notes with a complex medley of tropical fruits, mingled with subtle lime and gooseberry undertones. The palate is balanced and rich, showing cut green apples with great minerality and texture. Sophie te'Blanche, a nickname given by those including our workers, who can't pronounce Sauvignon Blanc, is the inspiration behind this much loved wine, produced from grapes grown by dedicated farmers in Elgin and the Cape South Coast.    ",,https://www.alliancewine.com//images/products/BOTTLE_1306.png?mode=pad
3194,"Iona, Sophie Te'Blanche Sauvignon Blanc, Elgin, South Africa",White Wine,South Africa,Elgin,Sauvignon Blanc ,3,4,12.95,2020,"Floral notes with a complex medley of tropical fruits, mingled with subtle lime and gooseberry undertones. The palate is balanced and rich, showing cut green apples with great minerality and texture. Sophie te'Blanche, a nickname given by those including our workers, who can't pronounce Sauvignon Blanc, is the inspiration behind this much loved wine, produced from grapes grown by dedicated farmers in Elgin and the Cape South Coast.    ",,https://www.alliancewine.com//images/products/BOTTLE_1306.png?mode=pad
3193,"Famille Morin, Cuvée Caroline, Picpoul de Pinet, Languedoc, France",White Wine,France,Languedoc & South West,Picpoul ,3,3,12.45,2020,"Bright and pale yellow wine with very fresh aromas of white flowers, acacia and hawthorn; fresh and saline palate but with a slight roundness for a Picpoul. This is “gourmet” Picpoul.
",,https://www.alliancewine.com//images/products/BOTTLE_1953.png?mode=pad
3192,"Famille Morin, Cuvée Caroline, Picpoul de Pinet, Languedoc, France",White Wine,France,Languedoc & South West,Picpoul ,3,3,12.45,2019,"Bright and pale yellow wine with very fresh aromas of white flowers, acacia and hawthorn; fresh and saline palate but with a slight roundness for a Picpoul. This is “gourmet” Picpoul.
",,https://www.alliancewine.com//images/products/BOTTLE_1953.png?mode=pad
3191,"Mabis, Casato di Melzi, Primitivo, IGT, Salento, Italy",Red Wine,Italy,Veneto,Primitivo ,4,2,12.45,2018,"Gorgeous and powerful aromas of blackberry and chocolate on the palate, with a very pleasant fruity sweetness. The bouquet is also intense, and a long powerful rich finish is the icing on the cake.",,https://www.alliancewine.com//images/products/BOTTLE_1005.png?mode=pad
3190,"Feudo Antico, Montepulciano d'Abruzzo Biologico, DOP, Abruzzo, Italy",Red Wine,Italy,Abruzzo,Montepulciano ,2,4,12.45,2019,"Coming from vines with well established and ancient roots, this is a robust red with a big persona, complex aromas and fruity notes, finished off with elegant spicy hints.",,https://www.alliancewine.com//images/products/BOTTLE_3416.png?mode=pad
3189,"Feudo Antico, Montepulciano d'Abruzzo Biologico, DOP, Abruzzo, Italy",Red Wine,Italy,Abruzzo,Montepulciano ,2,4,12.45,2018,"Coming from vines with well established and ancient roots, this is a robust red with a big persona, complex aromas and fruity notes, finished off with elegant spicy hints.",,https://www.alliancewine.com//images/products/BOTTLE_3416.png?mode=pad
3188,"Feudo Antico, Pecorino, Biologico, IGP, Abruzzo, Italy",White Wine,Italy,Abruzzo,Pecorino ,3,4,12.45,2019,"Dry, crisp and full flavoured, with a bouquet of flowers and pleasant ripe fruit finish.",,https://www.alliancewine.com//images/products/BOTTLE_3320.png?mode=pad
3187,"Feudo Antico, Pecorino, Biologico, IGP, Abruzzo, Italy",White Wine,Italy,Abruzzo,Pecorino ,3,4,12.45,2020,"Dry, crisp and full flavoured, with a bouquet of flowers and pleasant ripe fruit finish.",,https://www.alliancewine.com//images/products/BOTTLE_3320.png?mode=pad
3186,"Baglio Gibellina, U. Passimiento, DOC Sicily, Italy",Red Wine,Italy,Sicily," Frappato , Nero d'Avola ",4,2,12.45,2020,Bright intense red fruit on the nose displaying lots of red berries. The palate is warm and full-bodied with harmonious acidity and smooth and elegant tannins.,,https://www.alliancewine.com//images/products/BOTTLE_1289.png?mode=pad
3185,"Baglio Gibellina, U. Passimiento, DOC Sicily, Italy",Red Wine,Italy,Sicily," Frappato , Nero d'Avola ",4,2,12.45,2019,Bright intense red fruit on the nose displaying lots of red berries. The palate is warm and full-bodied with harmonious acidity and smooth and elegant tannins.,,https://www.alliancewine.com//images/products/BOTTLE_1289.png?mode=pad
3184,"Mabis, Biscardo Rosapasso, IGT Veneto, Italy",Rosé Wine,Italy,Veneto,Pinot Nero ,3,4,12.45,2020,"A brilliant rosé colour, the bouquet of elegant wild strawberry and cherry lead onto the smooth and harmonic palate.",,https://www.alliancewine.com//images/products/BOTTLE_2862.png?mode=pad
3183,"Mabis, Biscardo Oropasso, IGT, Veneto, Italy",White Wine,Italy,Veneto," Chardonnay , Garganega ",4,3,12.45,2020,"Intense straw yellow with greenish reflections. Delicate with floral notes and hints of citrus fruits and yellow flesh fruits. Fresh, mineral and very well structured and well balanced.",,https://www.alliancewine.com//images/products/BOTTLE_2547.png?mode=pad
3182,"Mabis, Biscardo Oropasso, IGT, Veneto, Italy",White Wine,Italy,Veneto," Chardonnay , Garganega ",4,3,12.45,2019,"Intense straw yellow with greenish reflections. Delicate with floral notes and hints of citrus fruits and yellow flesh fruits. Fresh, mineral and very well structured and well balanced.",,https://www.alliancewine.com//images/products/BOTTLE_2547.png?mode=pad
3181,"Mabis, Biscardo Neropasso, IGT Veneto, Italy",Red Wine,Italy,Veneto," Cabernet Sauvignon ,  Corvina , Corvinone ",4,3,12.45,2019,"Intense ruby red turning to garnet with ageing. Bouquet is spicy with hints of cherry, black cherry and plum compote. fine and velvety palate, persistent, with soft tannins at the end.",,https://www.alliancewine.com//images/products/BOTTLE_2052.png?mode=pad
3180,"Mabis, Biscardo Neropasso, IGT Veneto, Italy",Red Wine,Italy,Veneto," Cabernet Sauvignon ,  Corvina , Corvinone ",4,3,12.45,2018,"Intense ruby red turning to garnet with ageing. Bouquet is spicy with hints of cherry, black cherry and plum compote. fine and velvety palate, persistent, with soft tannins at the end.",,https://www.alliancewine.com//images/products/BOTTLE_2052.png?mode=pad
3179,"Mabis, Casato di Melzi, Negroamaro, IGT Salento, Italy",Red Wine,Italy,Veneto,Negroamaro ,4,2,12.45,2019,"Touches of pepper, bergamo cherries and black fruits on the nose, with an intensely fruity and full bodied palate.",,https://www.alliancewine.com//images/products/BOTTLE_1006.png?mode=pad
3178,"Mabis, Casato di Melzi, Negroamaro, IGT Salento, Italy",Red Wine,Italy,Veneto,Negroamaro ,4,2,12.45,2018,"Touches of pepper, bergamo cherries and black fruits on the nose, with an intensely fruity and full bodied palate.",,https://www.alliancewine.com//images/products/BOTTLE_1006.png?mode=pad
3177,"Mayfly, Sauvignon Blanc, Marlborough, New Zealand",White Wine,New Zealand,Marlborough,Sauvignon Blanc ,3,4,12.45,2020,"No tricks here, just a youthful and exquisite Sauvignon Blanc with prominent asparagus, mature peach and exotic fruit notes on the nose. Fresh and deliciously crisp with excellent natural acidity and a long citric and peach aftertaste as well as a rounded body and good structure.",,https://www.alliancewine.com//images/products/BOTTLE_2783.png?mode=pad
3176,"Bonfire Hill, Extreme Vineyards White, Western Cape, South Africa",White Wine,South Africa,Western Cape," Rousanne ,  Grenache Blanc , Chenin Blanc ",0,0,12.45,2020,"Welcome to complex, ripe aromas of citrus and peach, backed up by the faintest sprinkling of fresh thyme and vanilla. The aromas introduce a palate altogether more complex, with rich, more-ish, juicy stone fruit, wrapped up in crunchy, refreshing, grapey acidity. Mouth-filling, delicious and succulent.",,https://www.alliancewine.com//images/products/BOTTLE_2665.png?mode=pad
3175,"Bonfire Hill, Extreme Vineyards White, Western Cape, South Africa",White Wine,South Africa,Western Cape," Rousanne ,  Grenache Blanc , Chenin Blanc ",0,0,12.45,2019,"Welcome to complex, ripe aromas of citrus and peach, backed up by the faintest sprinkling of fresh thyme and vanilla. The aromas introduce a palate altogether more complex, with rich, more-ish, juicy stone fruit, wrapped up in crunchy, refreshing, grapey acidity. Mouth-filling, delicious and succulent.",,https://www.alliancewine.com//images/products/BOTTLE_2665.png?mode=pad
3174,"Bonfire Hill, Extreme Vineyards White, Western Cape, South Africa",White Wine,South Africa,Western Cape," Grenache Blanc ,  Rousanne , Chenin Blanc ",0,0,12.45,2018,"Welcome to complex, ripe aromas of citrus and peach, backed up by the faintest sprinkling of fresh thyme and vanilla. The aromas introduce a palate altogether more complex, with rich, more-ish, juicy stone fruit, wrapped up in crunchy, refreshing, grapey acidity. Mouth-filling, delicious and succulent.",,https://www.alliancewine.com//images/products/BOTTLE_2665.png?mode=pad
3173,"Bonfire Hill, Extreme Vineyards Red, Western Cape, South Africa",Red Wine,South Africa,Western Cape," Pinotage ,  Cinsault , Shiraz ",4,3,12.45,2018,"An intriguing, inviting blend of red summer fruits, spring fynbos flowers, Indian spice and just a hint of toasty oak on the nose. The palate is surprisingly decadent, rich, with almost creamy tannins. You’ll find raspberries, blackberries, ripe plum and a hint of pepper, spice and leather on the palate. It is balanced, with just the tiniest prod of refreshing, salty acid, like a playful poke of Neptune’s trident.",,https://www.alliancewine.com//images/products/BOTTLE_2664.png?mode=pad
3172,"Domaine de la Berthète, Côtes du Rhône Rouge, Southern Rhône, France",Red Wine,France,Rhône," Cinsault,  Carignan ,  Syrah , Grenache Noir ",4,3,12.45,2020,"Ripe aromas of sweet-ripe fruit overlaid with an intriguing nuance of spice mingled with the warmth of sunny summers; round, smooth flavours layered with a fresh streak follow with some depth leading to a friendly and satisfying finish.",,https://www.alliancewine.com//images/products/BOTTLE_1686.png?mode=pad
3171,"Domaine de la Berthète, Côtes du Rhône Rouge, Southern Rhône, France",Red Wine,France,Rhône," Cinsault,  Carignan ,  Syrah , Grenache Noir ",4,3,12.45,2019,"Ripe aromas of sweet-ripe fruit overlaid with an intriguing nuance of spice mingled with the warmth of sunny summers; round, smooth flavours layered with a fresh streak follow with some depth leading to a friendly and satisfying finish.",,https://www.alliancewine.com//images/products/BOTTLE_1686.png?mode=pad
3170,"Cielo e Terra, Casa Defra, Lugana, DOC, Venezie, Italy",White Wine,Italy,Veneto,Trebbiano di Lugana ,0,0,11.95,2020,TBC,,-
3169,"Cielo e Terra, Casa Defra, Lugana, DOC, Venezie, Italy",White Wine,Italy,Veneto,Trebbiano di Lugana ,0,0,11.95,2019,TBC,,-
3168,"deAlto, Rioja Crianza,  DOCa Rioja Spain",Red Wine,Spain,DOCa Rioja," Garnacha ,  Mazuelo , Tempranillo ",4,4,11.95,2017,"Aromatic and intense, lovely aromas of wild red berries, blossom, nutmeg and hints of sandalwood. Fresh, fruity and well balanced with sensations of raspberries, vanilla and cinnamon. A wine with great purity and depth of fruit, gently caressed by oak but never smothered. Textural, well balanced and a great expression of Rioja.",,https://www.alliancewine.com//images/products/BOTTLE_7606.png?mode=pad
3167,"Celler de Capçanes, Mas Donis Rosat, DO Montsant, Spain",Rosé Wine,Spain,Catalunya," Merlot ,  Syrah , Grenache ",4,2,11.95,2019,"Rose-violet colour, fresh and aromatic, vibrant red fruit flavours of strawberry and rasberry; with a hint of  herby and spiceness. Medium to full-bodied and complex; elgant glycerin sweetness; ripe and fresh; long fruity finish.",,https://www.alliancewine.com//images/products/BOTTLE_2837.png?mode=pad
3166,"Celler de Capçanes, Mas Donis Rosat, DO Montsant, Spain",Rosé Wine,Spain,Catalunya," Cariñena ,  Tempranillo ,  Syrah , Grenache ",4,3,11.95,2020,"Rose-violet colour, fresh and aromatic, vibrant red fruit flavours of strawberry and rasberry; with a hint of  herby and spiceness. Medium to full-bodied and complex; elgant glycerin sweetness; ripe and fresh; long fruity finish.",,https://www.alliancewine.com//images/products/BOTTLE_2837.png?mode=pad
3165,"Mabis, Uvam, Pinot Grigio Blush delle Venezie, DOC Veneto, Italy",Rosé Wine,Italy,Veneto,Pinot Grigio ,2,4,11.95,2020,"Typical light copper colour. A fine and elegant nose, well supported by fruity and flowery notes, fresh, mineral and well balanced, with persistent fruity aftertaste.",,https://www.alliancewine.com//images/products/BOTTLE_2077.png?mode=pad
3164,"Mabis, Uvam, Pinot Grigio Blush delle Venezie, DOC Veneto, Italy",Rosé Wine,Italy,Veneto,Pinot Grigio ,2,4,11.95,2019,"Typical light copper colour. A fine and elegant nose, well supported by fruity and flowery notes, fresh, mineral and well balanced, with persistent fruity aftertaste.",,https://www.alliancewine.com//images/products/BOTTLE_2077.png?mode=pad
3163,"Funkstille Grüner Veltliner, Niederösterreich, Austria",White Wine,Austria,Niederösterreich,Grüner Veltliner ,2,4,11.95,2020,"Subtle exotic hints, ripe pear and fresh citrus flavours, it's a dry wine with complex flavours. The palate is rich with flavours of melon and grapefruit with a refreshing, zippy finish.
",,https://www.alliancewine.com//images/products/BOTTLE_3994.png?mode=pad
3162,"Funkstille Grüner Veltliner, Niederösterreich, Austria",White Wine,Austria,Niederösterreich,Grüner Veltliner ,2,4,11.95,2019,"Subtle exotic hints, ripe pear and fresh citrus flavours, it's a dry wine with complex flavours. The palate is rich with flavours of melon and grapefruit with a refreshing, zippy finish.
",,https://www.alliancewine.com//images/products/BOTTLE_3994.png?mode=pad
3161,"Alvarez y Diez, Silga Verdejo, DO Rueda, Spain",White Wine,Spain,DO Rueda,Verdejo ,3,3,11.95,2020,"Beautiful green-fruit aromas combine with a hint of citrus fruits to give a fresh and vibrant nose. Fresh, varietal-fruit with citrus notes and excellent acidity.",,https://www.alliancewine.com//images/products/BOTTLE_1441.png?mode=pad
3160,"Alvarez y Diez, Silga Verdejo, DO Rueda, Spain",White Wine,Spain,DO Rueda,Verdejo ,3,3,11.95,2019,"Beautiful green-fruit aromas combine with a hint of citrus fruits to give a fresh and vibrant nose. Fresh, varietal-fruit with citrus notes and excellent acidity.",,https://www.alliancewine.com//images/products/BOTTLE_1441.png?mode=pad
3159,"Château Treytins, Montagne St-Emilion, Bordeaux, France (37.5cl.)",Red Wine,France,Bordeaux," Cabernet Sauvignon ,  Cabernet Franc , Merlot ",3,4,11.95,2016,"Well developed on the nose with red fresh fruit, mouthfilling with elegant delicate tannins.",,-
3158,"Gatito Loco, Blanco Organic, Rioja, Spain",White Wine,Spain,DOCa Rioja," Tempranillo Blanco , Viura ",0,0,11.95,2020,"A bright fruit-bursting wine that emphasises vineyard over bodega, which discards the hackneyed image of Rioja, everything about this wine is intentionally provocative to challenge your view on what Rioja is. Careful. This kitty has claws. Clean and crisp, intense yet fresh, the stone fruit, peachy notes are supported by tropical passion fruit and mango with citrus undertones. A long complex finish.",,https://www.alliancewine.com//images/products/BOTTLE_3499.png?mode=pad
3157,"Gatito Loco, Blanco Organic, Rioja, Spain",White Wine,Spain,DOCa Rioja," Tempranillo Blanco , Viura ",0,0,11.95,2019,"A bright fruit-bursting wine that emphasises vineyard over bodega, which discards the hackneyed image of Rioja, everything about this wine is intentionally provocative to challenge your view on what Rioja is. Careful. This kitty has claws. Clean and crisp, intense yet fresh, the stone fruit, peachy notes are supported by tropical passion fruit and mango with citrus undertones. A long complex finish.",,https://www.alliancewine.com//images/products/BOTTLE_3499.png?mode=pad
3156,"Gatito Loco, Blanco Organic, Rioja, Spain",White Wine,Spain,DOCa Rioja," Tempranillo Blanco , Viura ",0,0,11.95,2018,"A bright fruit-bursting wine that emphasises vineyard over bodega, which discards the hackneyed image of Rioja, everything about this wine is intentionally provocative to challenge your view on what Rioja is. Careful. This kitty has claws. Clean and crisp, intense yet fresh, the stone fruit, peachy notes are supported by tropical passion fruit and mango with citrus undertones. A long complex finish.",,https://www.alliancewine.com//images/products/BOTTLE_3499.png?mode=pad
3155,"Gatito Loco, Tinto Organic, Rioja, Spain",Red Wine,Spain,DOCa Rioja," Garnacha , Tempranillo ",4,4,11.95,2020,"A bright fruit-bursting wine that emphasises vineyard over bodega, which discards the hackneyed image of Rioja, everything about this wine is intentionally provocative to challenge your view on what Rioja is. Careful. This kitty has claws. This wine stands out for its red and black fruits and liquorice aromas. Fresh and round with a mulitutude of nuances supporting the black fruit flavours.
",,https://www.alliancewine.com//images/products/BOTTLE_3497.png?mode=pad
3154,"Gatito Loco, Tinto Organic, Rioja, Spain",Red Wine,Spain,DOCa Rioja," Garnacha , Tempranillo ",4,4,11.95,2019,"A bright fruit-bursting wine that emphasises vineyard over bodega, which discards the hackneyed image of Rioja, everything about this wine is intentionally provocative to challenge your view on what Rioja is. Careful. This kitty has claws. This wine stands out for its red and black fruits and liquorice aromas. Fresh and round with a mulitutude of nuances supporting the black fruit flavours.
",,https://www.alliancewine.com//images/products/BOTTLE_3497.png?mode=pad
3153,"Zaccagnini, Verdicchio dei Castelli di Jesi Classico, Castello, DOC, Marche, Italy",White Wine,Italy,Marche,Verdicchio ,3,4,11.95,2020,"Pale straw yellow with a green hue. Delicate and elegant, with notes of yeast and fresh bread. Fresh, dry, savoury with a pleasant finish and excellent acidity.",,https://www.alliancewine.com//images/products/BOTTLE_3326.png?mode=pad
3152,"Zaccagnini, Verdicchio dei Castelli di Jesi Classico, Castello, DOC, Marche, Italy",White Wine,Italy,Marche,Verdicchio ,3,4,11.95,2019,"Pale straw yellow with a green hue. Delicate and elegant, with notes of yeast and fresh bread. Fresh, dry, savoury with a pleasant finish and excellent acidity.",,https://www.alliancewine.com//images/products/BOTTLE_3326.png?mode=pad
3151,"Bodegas Manzanos, Finca Manzanos Tempranillo Blanco, DOCa Rioja, Spain",White Wine,Spain,DOCa Rioja,Tempranillo Blanco ,0,0,11.95,2020,"Plentiful aroma with sweet notes, chamomile and secondary aromas of peach, citrus and tropical fruits. All assembled in perfect harmony with the creamy notes and spices from the oak barrels.",,https://www.alliancewine.com//images/products/BOTTLE_3192.png?mode=pad
3150,"Bodegas Manzanos, Finca Manzanos Tempranillo Blanco, DOCa Rioja, Spain",White Wine,Spain,DOCa Rioja,Tempranillo Blanco ,0,0,11.95,2019,"Plentiful aroma with sweet notes, chamomile and secondary aromas of peach, citrus and tropical fruits. All assembled in perfect harmony with the creamy notes and spices from the oak barrels.",,https://www.alliancewine.com//images/products/BOTTLE_3192.png?mode=pad
3149,"Bodegas Manzanos, Finca Manzanos Graciano, DOCa Rioja, Spain",Red Wine,Spain,DOCa Rioja,Graciano ,4,4,11.95,2019,"Cherry red colour, intense and bright. Aromas of black fruit, ripe red fruit with notes of vanilla from the oak barrel. Perfect balance between freshness and acidity. Perfectly integrated tannins from the wood aging.",,https://www.alliancewine.com//images/products/BOTTLE_2824.png?mode=pad
3148,"Bodegas Manzanos, Finca Manzanos Garnacha, DOCa Rioja, Spain",Red Wine,Spain,DOCa Rioja,Garnacha ,4,4,11.95,2019,"Strawberry red colour. This wine stands out for its aromas of black fruit, violets, and hints of vanilla and chocolate coming from the oak barrel. In the mouth it is well structured, round and mellow.",,https://www.alliancewine.com//images/products/BOTTLE_2809.png?mode=pad
3147,"Espinos y Cardos, Santa Macarena Pinot Noir, Chile",Red Wine,Chile,Central Valley,Pinot Noir ,3,3,11.95,2019,"This single vineyard Pinot Noir is bright, aromatic and fresh with subtle oak playing a supporting role. The emphasis on the delicious red fruit flavours, drinkability and enjoyment. A seriously cool Pinot.",,https://www.alliancewine.com//images/products/BOTTLE_2468.png?mode=pad
3146,"Espinos y Cardos, Santa Macarena Pinot Noir, Chile",Red Wine,Chile,Central Valley,Pinot Noir ,3,3,11.95,2020,"This single vineyard Pinot Noir is bright, aromatic and fresh with subtle oak playing a supporting role. The emphasis on the delicious red fruit flavours, drinkability and enjoyment. A seriously cool Pinot.",,https://www.alliancewine.com//images/products/BOTTLE_2468.png?mode=pad
3145,"Quinta da Alorna, Tinto, Tejo, Portugal",Red Wine,Portugal,Tejo," Alicante Bouschet ,  Tinta Roriz ,  Castelão , Syrah ",4,3,11.95,2018,"A dark ruby red colour hinting at the plentiful of ripe red fruit notes, hint of chocolate and a touch of spice. A richly flavoured wine with excellent density in the mouth and well integrated tannin.",,https://www.alliancewine.com//images/products/BOTTLE_2187.png?mode=pad
3144,"Quinta da Alorna, Branco, Tejo, Portugal",White Wine,Portugal,Tejo," Sauvignon Blanc ,  Arinto , Fernão Pires ",3,3,11.95,2019,"Yellow-greenish colour. Aroma's of tropical and citrus fruits, pineapple and lemon and a slight vegetable touch from the Sauvignon Blanc. Fresh tropical and citrus flavours, plenty of volume in the mouth combined with good levels of acidity and residual sugar. The aftertaste is pleasant and vibrant.",,https://www.alliancewine.com//images/products/BOTTLE_2186.png?mode=pad
3143,"Vignerons de Florensac, Ornezon, Picpoul de Pinet, Languedoc Roussillon, France",White Wine,France,Languedoc & South West,Picpoul de Pinet ,0,0,11.95,2020,"Pale yellow with green hues, this lovely and fresh Picpoul has plentiful aromas of grapefruit and citrus fruit as well as bracing citrus and stone fruit flavours.",,https://www.alliancewine.com//images/products/BOTTLE_1664.png?mode=pad
3142,"Vignerons de Florensac, Ornezon, Picpoul de Pinet, Languedoc Roussillon, France",White Wine,France,Languedoc & South West,Picpoul de Pinet ,0,0,11.95,2019,"Pale yellow with green hues, this lovely and fresh Picpoul has plentiful aromas of grapefruit and citrus fruit as well as bracing citrus and stone fruit flavours.",,https://www.alliancewine.com//images/products/BOTTLE_1664.png?mode=pad
3141,"Bodegas y Viñedos Merayo, Merayo Mencia, DO Bierzo, Spain",Red Wine,Spain,Castilla y León,Mencía ,0,0,11.95,2020,"This red has all the fresh, perfumed characters and ripe red fruit typical of Mencia. Vibrant and clear purplish red colour. Intense bouquet, very fresh with predominantly berry and floral (violet) notes. Powerful and sweet on the palate. Spacious, fresh and creamy. The tannins are ripe and rounded. Reappearance of berry, ripe fruit, and floral as well as spicy notes. Long, persistent finish.",,https://www.alliancewine.com//images/products/BOTTLE_1211.png?mode=pad
3140,"Bodegas y Viñedos Merayo, Merayo Mencia, DO Bierzo, Spain",Red Wine,Spain,Castilla y León,Mencía ,0,0,11.95,2019,"This red has all the fresh, perfumed characters and ripe red fruit typical of Mencia. Vibrant and clear purplish red colour. Intense bouquet, very fresh with predominantly berry and floral (violet) notes. Powerful and sweet on the palate. Spacious, fresh and creamy. The tannins are ripe and rounded. Reappearance of berry, ripe fruit, and floral as well as spicy notes. Long, persistent finish.",,https://www.alliancewine.com//images/products/BOTTLE_1211.png?mode=pad
3139,"Baglio Gibellina, Sogno del Sud Organic Merlot, DOC, Sicily, Italy",Red Wine,Italy,Sicily,Merlot ,5,2,11.45,2020,"An intense ruby red with a complex and spicy aroma, warm bramble fruit and a persistent finish.",,https://www.alliancewine.com//images/products/BOTTLE_3105.png?mode=pad
3138,"Baglio Gibellina, Sogno del Sud Organic Merlot, DOC, Sicily, Italy",Red Wine,Italy,Sicily,Merlot ,5,2,11.45,2019,"An intense ruby red with a complex and spicy aroma, warm bramble fruit and a persistent finish.",,https://www.alliancewine.com//images/products/BOTTLE_3105.png?mode=pad
3137,"Baglio Gibellina, Sogno del Sud Organic Grillo, IGT, Sicily, Italy",White Wine,Italy,Sicily,Grillo ,4,3,11.45,2020,"This delightful wine is straw yellow in colour. An intense but pleasant nose with notes of exotic fruit and spice. Fresh and soft on the palate, well balanced with a persistent aftertaste.",,https://www.alliancewine.com//images/products/BOTTLE_3104.png?mode=pad
3136,"Baglio Gibellina, Sogno del Sud Organic Grillo, IGT, Sicily, Italy",White Wine,Italy,Sicily,Grillo ,4,3,11.45,2019,"This delightful wine is straw yellow in colour. An intense but pleasant nose with notes of exotic fruit and spice. Fresh and soft on the palate, well balanced with a persistent aftertaste.",,https://www.alliancewine.com//images/products/BOTTLE_3104.png?mode=pad
3135,"Baglio Gibellina, Sogno del Sud Organic Nero d'Avola, DOC, Sicily, Italy",Red Wine,Italy,Sicily,Nero d'Avola ,5,2,11.45,2020,"Deep ruby-red and violet flecks. Intense nose of pomegranate and wild strawberries and hints of red berry fruits. Soft and velvety, full bodied with smooth and sweet tannins. ",,https://www.alliancewine.com//images/products/BOTTLE_3103.png?mode=pad
3134,"Baglio Gibellina, Sogno del Sud Organic Nero d'Avola, DOC, Sicily, Italy",Red Wine,Italy,Sicily,Nero d'Avola ,5,2,11.45,2019,"Deep ruby-red and violet flecks. Intense nose of pomegranate and wild strawberries and hints of red berry fruits. Soft and velvety, full bodied with smooth and sweet tannins. ",,https://www.alliancewine.com//images/products/BOTTLE_3103.png?mode=pad
3133,"Mabis, Biscardo, Uvam, Pinot Grigio delle Venezie, IGT Veneto, Italy",White Wine,Italy,Veneto,Pinot Grigio ,2,4,11.45,2020,"An ambrosial nose of wonderful floral aroma's, on the palate there’s an abundance of tropical fruit, melon, guava and peach supported by zippy acidity making it mouth-tinglingly moreish.  A light refreshing wine for any occasion. ",,https://www.alliancewine.com//images/products/BOTTLE_1146.png?mode=pad
3132,"Mabis, Biscardo, Uvam, Pinot Grigio delle Venezie, IGT Veneto, Italy",White Wine,Italy,Veneto,Pinot Grigio ,2,4,11.45,2019,"An ambrosial nose of wonderful floral aroma's, on the palate there’s an abundance of tropical fruit, melon, guava and peach supported by zippy acidity making it mouth-tinglingly moreish.  A light refreshing wine for any occasion. ",,https://www.alliancewine.com//images/products/BOTTLE_1146.png?mode=pad
3131,"Le Chiantigiane, Chianti, DOCG, Loggia del Conte, Tuscany, Italy",Red Wine,Italy,Tuscany," Colorino ,  Canaiolo Nero , Sangiovese ",0,0,10.95,2019,"Smooth and velvety Chianti. Intense and complex fragrance and an aroma of red berries and morello cherry as well as hints of vanilla, cloves, pineapple and oak. A rich, velvety, smooth and altogether well-balanced flavour. Intense, bright red with purplish reflections which turn into garnet red when aged in bottle.",,https://www.alliancewine.com//images/products/BOTTLE_1027.png?mode=pad
